ANO,CNPJ_CIA,SETOR_ATIV,Receitas,VAB,VALP,VATD,Distribuição,Pessoal,Governo,RCT,RCP,Outros,Dist_Relat
2023,02.351.144/0001-18,Serviços Transporte e Logística,1866871,647167,592403,645245,645245,171494,256712,35127,181912,0,0.264991879993881
2022,09.054.385/0001-44,Têxtil e Vestuário,645859,320457,234957,274661,274661,84918,80785,118892,-9934,0,0.264990310712514
2011,97.837.181/0001-47,Construção Civil Mat. Constr. e Decoração,3872471,2026913,1596625,1694756,1694756,536658,566449,216789,374860,0,0.26476617397984
2023,58.430.828/0001-60,Farmacêutico e Higiene,1572764,664723,625834,681892,681892,175841,208551,50009,247491,0,0.264532745218685
2021,51.466.860/0001-56,Agricultura (Açúcar Álcool e Cana),5887510,3610908,2224618,3496418,3496418,955019,453300,1160975,927124,0,0.264481676077042
2018,15.527.906/0001-36,Agricultura (Açúcar Álcool e Cana),7704053,2606068,1107238,1154189,1154189,689207,18447,1716410,-1269875,0,0.264462400827607
2021,64.904.295/0001-03,Alimentos,8007355,1869912,1705088,1981977,1981977,494207,662760,362334,462676,0,0.26429425555855
2012,16.590.234/0001-76,Têxtil e Vestuário,1070578,370957,363399,377972,377972,98014,142956,40128,96874,0,0.264219303045906
2015,42.331.462/0001-31,Sem Setor Principal,528962,153362,149674,147189,147189,40521,10023,45488,51157,0,0.264217994027204
2011,92.693.019/0001-89,Metalurgia e Siderurgia,500198,50582,48858,79435,79435,13362,30026,22741,13306,0,0.264165118026175
2023,73.178.600/0001-18,Construção Civil Mat. Constr. e Decoração,6430482,1484030,1393081,2388414,2388414,391275,333486,557953,1105700,0,0.263657068927178
2014,78.876.950/0001-71,Têxtil e Vestuário,2005743,884947,846378,911351,911351,233106,294714,64664,318867,0,0.263412385148489
2023,16.233.389/0001-55,Comércio (Atacado e Varejo),2365523,878939,666679,784510,784510,231513,364674,324016,-135693,0,0.263400531777518
2018,61.067.161/0001-97,Comércio (Atacado e Varejo),1101016,699497,665726,737715,737715,184206,375447,93837,84225,0,0.263340657643993
2010,33.256.439/0001-39,Petróleo e Gás,44048757,3466194,2925783,3237675,3237675,912547,1021530,538412,765186,0,0.263270607473211
2011,87.762.563/0001-03,Crédito Imobiliário,102230,45989,44383,53506,53506,12107,17285,13071,9713,1330,0.263258605318663
2019,59.418.806/0001-47,Têxtil e Vestuário,286496,139635,136763,146984,146984,36710,65618,21213,23443,0,0.262899702796577
2009,02.932.074/0001-91,Farmacêutico e Higiene,2672596,920407,877327,927529,927529,241890,337995,55538,292106,0,0.262807649224745
2021,24.396.489/0001-20,Saneamento Serv. Água e Gás,3687888,1747538,1422375,1535285,1535285,459198,373074,609676,93337,0,0.262768534933146
2011,08.613.550/0001-98,Construção Civil Mat. Constr. e Decoração,436439,314790,303038,333969,333969,82698,108164,25247,117860,0,0.262708472314877
2013,16.404.287/0001-55,Papel e Celulose,8431228,2698363,1808977,2408820,2408820,708802,-194340,2114817,-220459,0,0.262678520273218
2020,90.400.888/0001-42,Bancos,56540563,30261796,27682669,27794930,27794930,7943711,6298717,101749,13450753,0,0.262499654680112
2023,03.014.553/0001-91,Serviços Transporte e Logística,1144790,521131,341498,489053,489053,136744,109705,253123,-10519,0,0.262398514001278
2013,56.643.018/0001-66,Construção Civil Mat. Constr. e Decoração,1379105,664530,578337,659394,659394,174348,290316,105868,88862,0,0.262362873007991
2010,78.876.950/0001-71,Têxtil e Vestuário,1233609,631318,608187,650319,650319,165477,236737,36088,212017,0,0.262113546580329
2013,51.128.999/0001-90,Agricultura (Açúcar Álcool e Cana),55474,20247,20149,28565,28565,5306,10833,14189,-1763,0,0.262063515582555
2020,00.776.574/0001-56,Comércio (Atacado e Varejo),12555937,2070487,1468724,1731773,1731773,542413,609964,790154,-210758,0,0.261973632290374
2010,60.746.948/0001-12,Bancos,69967729,29089765,27123332,27700385,27700385,7611455,9469403,567334,10052193,0,0.261654055988421
2009,67.203.208/0001-89,Construção Civil Mat. Constr. e Decoração,652000,185204,183052,205795,205795,48420,60155,39213,58007,0,0.261441437549945
2011,33.228.024/0001-51,Máquinas Equipamentos Veículos e Peças,1055072,231913,228463,252579,252579,60620,142478,11333,38148,0,0.261391125120196
2010,59.105.999/0001-86,Máquinas Equipamentos Veículos e Peças,9389834,3291460,3163833,3575311,3575311,860342,1580706,497066,620332,16865,0.261386132597692
2020,00.001.180/0001-26,Energia Elétrica,38651704,18147348,16284479,21108699,21108699,4742852,4880303,5098231,6387313,0,0.261352347461458
2015,49.669.856/0001-43,Comércio (Atacado e Varejo),1552222,967261,870206,919249,919249,252734,347223,336511,-17219,0,0.261288318251227
2019,89.096.457/0001-55,Agricultura (Açúcar Álcool e Cana),3384407,1196998,1018102,1245274,1245274,312718,124435,493080,315041,0,0.261251898499413
2022,08.159.965/0001-33,Saneamento Serv. Água e Gás,2140387,875575,595029,773325,773325,228713,14100,1141594,-611082,0,0.261214630385747
2016,09.346.601/0001-25,Bolsas de Valores/Mercadorias e Futuros,2576426,1971323,1873003,3040303,3040303,514903,64020,442516,900000,1118864,0.261196668430288
2021,27.093.558/0001-15,Serviços Transporte e Logística,804726,550919,406079,433012,433012,143889,147934,38882,102307,0,0.261179955674065
2013,09.054.385/0001-44,Têxtil e Vestuário,1139137,570847,552740,561065,561065,148928,263270,111942,36925,0,0.260889520309295
2018,08.294.224/0001-65,Construção Civil Mat. Constr. e Decoração,752794,436297,422752,490283,490283,113806,69274,111764,195439,0,0.260845249910038
2022,33.839.910/0001-11,Comércio (Atacado e Varejo),2373732.57,1416080.07,1302138.91,1348532.35,1348532.35,368918.3,513888.25,104871.39,360854.42,0,0.260520791031259
2012,83.475.913/0001-91,Construção Civil Mat. Constr. e Decoração,881013,437706,421973,457069,457069,113982,215707,61705,65675,0,0.260407670902387
2021,51.128.999/0001-90,Agricultura (Açúcar Álcool e Cana),148274,43521,43024,43373,43373,11324,20889,4468,6692,0,0.260196227108752
2018,92.693.019/0001-89,Metalurgia e Siderurgia,1428667,170991,161005,201936,201936,44480,58931,34282,64243,0,0.260130650151178
2021,09.042.817/0001-05,Comunicação e Informática,534898,220086,186525,216792,216792,57231,79599,4613,75349,0,0.260039257381206
2017,33.256.439/0001-39,Petróleo e Gás,81797997,7404717,6215632,6958432,6958432,1924541,2201546,1258477,1573868,0,0.259907434679813
2015,33.256.439/0001-39,Petróleo e Gás,77603038,6558351,5543558,6077704,6077704,1704536,1603455,1256741,1512972,0,0.259903137236784
2021,24.230.275/0001-80,Construção Civil Mat. Constr. e Decoração,1271260,281113,260158,267569,267569,73035,54927,11260,96264,32083,0.259806554659514
2022,02.351.144/0001-18,Serviços Transporte e Logística,1620129,564434,511339,550615,550615,146642,216587,27722,159664,0,0.259803626287573
2020,14.882.295/0001-81,Petróleo e Gás,1761261,1208939,918007,2113135,2113135,313928,140969,1499327,158911,0,0.259672324244648
2019,81.243.735/0001-48,Comunicação e Informática,2096417,487941,443607,520407,520407,126623,220026,152910,20848,0,0.259504735203641
2022,64.904.295/0001-03,Alimentos,9799860,2074557,1901699,2120182,2120182,538066,753506,349889,478721,0,0.259364288375783
2014,89.096.457/0001-55,Agricultura (Açúcar Álcool e Cana),1741150,668649,568730,708107,708107,173379,167882,296703,70143,0,0.259297478946353
2022,07.594.978/0001-78,Brinquedos e Lazer,3139100,2098021,1195766,1653115,1653115,543639,240611,954916,-86051,0,0.259119903947577
2020,84.684.455/0001-63,Construção Civil Mat. Constr. e Decoração,4450352,2030901,1910336,2344234,2344234,526177,1053999,314428,435014,14616,0.259085499490128
2011,43.470.988/0001-65,Construção Civil Mat. Constr. e Decoração,1979076,521572,516048,600868,600868,135068,156146,76872,232782,0,0.258963287906559
2013,11.992.680/0001-93,Seguradoras e Corretoras,1257348,766686,589279,647040,647040,198524,179432,281279,-12195,0,0.258937818089805
2021,11.992.680/0001-93,Seguradoras e Corretoras,2210274,1420947,1058105,1201437,1201437,367759,355494,100878,377306,0,0.258812608774289
2014,33.256.439/0001-39,Petróleo e Gás,69278635,5417273,4516779,4967299,4967299,1402036,1370026,944024,1251213,0,0.258808444765475
2016,07.401.436/0001-31,Papel e Celulose,3168529,1950216,1693354,1791550,1791550,504686,-104915,1103392,288387,0,0.258784667954729
2009,58.119.199/0001-51,Serviços Médicos,392966,157634,153078,172637,172637,40782,38826,7107,83892,2030,0.258713221766878
2020,92.715.812/0001-31,Energia Elétrica,1634084,1158071,1080049,1359291,1359291,299376,459891,323675,276349,0,0.258512647324732
2013,50.564.053/0001-03,Farmacêutico e Higiene,1623201,564848,541958,622560,622560,145931,346893,283775,-154039,0,0.25835445996091
2016,07.594.978/0001-78,Brinquedos e Lazer,734140,477309,370220,392391,392391,123241,102563,188164,-21577,0,0.258199614924504
2016,33.256.439/0001-39,Petróleo e Gás,79314977,6860777,5744658,6389679,6389679,1771287,1574291,1473483,1570618,0,0.258175859673037
2019,08.312.229/0001-73,Construção Civil Mat. Constr. e Decoração,865149,245047,235507,401791,401791,63241,38356,9733,290461,0,0.258077021959053
2015,07.437.016/0001-05,Brinquedos e Lazer,93844,50229,44332,38755,38755,12959,14697,11502,-403,0,0.257998367476956
2016,87.456.562/0001-22,Alimentos,1253889,318052,304545,385094,385094,82029,136215,130999,35851,0,0.257910656119125
2012,15.527.906/0001-36,Agricultura (Açúcar Álcool e Cana),3686.78,2125.77,1017.2,1305.05,1305.05,547.88,-93.39,1130.02,-279.45,0,0.257732492226346
2010,08.078.847/0001-09,Construção Civil Mat. Constr. e Decoração,374864,305428,283380,357826,357826,78705,87582,59508,132031,0,0.257687572848593
2013,33.256.439/0001-39,Petróleo e Gás,62280289,4736747,3945442,4265563,4265563,1220388,1185211,631251,1228713,0,0.25764263955833
2022,24.921.465/0001-43,Brinquedos e Lazer,244190,175095,136236,144992,144992,45081,36932,66557,-3578,0,0.257465947057312
2022,09.611.768/0001-76,Construção Civil Mat. Constr. e Decoração,480343,129710,127680,144641,144641,33374,30701,19647,60919,0,0.257297047259271
2020,59.285.411/0001-13,Bancos,6894252,1943600,1828703,1828703,1828703,499887,630384,71054,627378,0,0.257196439596625
2019,61.067.161/0001-97,Comércio (Atacado e Varejo),1140515,693190,655674,662556,662556,178231,383664,27062,73599,0,0.257117096322798
2019,92.012.467/0001-70,Comércio (Atacado e Varejo),690891.66,351703.12,329090.14,408153.03,408153.03,90363.29,157676.05,30803.34,129310.36,0,0.25693058964049
2013,00.070.698/0001-11,Energia Elétrica,2166535,828014,777909,884129,884129,212681,638365,108246,-75163,0,0.256856768122278
2022,13.457.942/0001-45,Construção Civil Mat. Constr. e Decoração,441508,170270,162786,180644,180644,43728,27013,10798,99105,0,0.25681564573912
2012,51.128.999/0001-90,Agricultura (Açúcar Álcool e Cana),77202,33967,35790,38928,38928,8718,9380,13079,7751,0,0.2566608767333
2016,60.746.948/0001-12,Bancos,164386527,58227139,54568726,56268451,56268451,14931392,22316772,1027561,17992726,0,0.256433550685017
2020,06.347.409/0001-65,Comércio (Atacado e Varejo),4470299,1148712,914226,1031913,1031913,294306,523673,281420,-112225,44739,0.256205210705555
2023,13.217.485/0001-11,Comércio (Atacado e Varejo),8845602,2880498,2465348,2713793,2713793,737504,883886,923591,168812,0,0.256033505317483
2014,08.493.364/0001-62,Agricultura (Açúcar Álcool e Cana),426361,293640,222985,230029,230029,75178,28816,117484,8551,0,0.256020978068383
2017,00.622.416/0001-41,Energia Elétrica,310808,113916,54338,89331,89331,29142,-9289,58050,8401,3027,0.255820077952175
2009,61.532.644/0001-15,Intermediação Financeira,41891000,15594000,14412000,14547000,14547000,3987000,5896000,302000,4362000,0,0.255675259715275
2023,24.921.465/0001-43,Brinquedos e Lazer,358843,256784,209294,219346,219346,65575,62752,84008,7011,0,0.255370272291109
2016,10.760.260/0001-19,Hospedagem e Turismo,1117830,944974,884123,903907,903907,241266,214160,251272,130567,66642,0.255314961046547
2023,09.054.385/0001-44,Têxtil e Vestuário,646816,330722,248172,294983,294983,84423,109647,127119,-26206,0,0.255268775587956
2023,02.762.121/0001-04,Serviços Transporte e Logística,2409354,1784714,1563701,1638480,1638480,455314,490172,188690,362933,141371,0.255118747317497
2022,71.208.516/0001-74,Telecomunicações,4178117,2409792,1731580,1888520,1888520,614726,631902,590449,51443,0,0.2550950455475
2021,08.170.849/0001-15,Telecomunicações,439020,317657,257029,274705,274705,81024,90950,72063,30668,0,0.255067572885219
2022,37.702.340/0001-74,Serviços Transporte e Logística,298174,200578,114828,133653,133653,51070,23879,104223,-45519,0,0.254614165062968
2020,61.092.037/0001-81,Construção Civil Mat. Constr. e Decoração,865696,464144,444867,491145,491145,118175,165816,48403,158751,0,0.254608483574063
2010,04.031.960/0001-70,Sem Setor Principal,1897371,721759,365144,1248047,1248047,183651,317652,432979,313765,0,0.25444919980215
2022,12.091.809/0001-55,Petróleo e Gás,1722460,822810,543508,863325,863325,209293,-310089,836405,127716,0,0.254363704865036
2014,71.673.990/0001-77,Farmacêutico e Higiene,9970670,3981454,3791643,4275030,4275030,1009539,1720681,803589,741221,0,0.253560382714456
2019,23.236.821/0001-27,Construção Civil Mat. Constr. e Decoração,235611,53551,47706,55955,55955,13578,9433,6405,26539,0,0.253552688091726
2019,09.054.385/0001-44,Têxtil e Vestuário,705039,429269,326079,375786,375786,108818,165421,77557,23990,0,0.253496059580356
2021,33.839.910/0001-11,Comércio (Atacado e Varejo),1843321.32,1120245.6,1048415.58,1086017.98,1086017.98,283974.05,423936.4,79617.26,298490.27,0,0.253492671607012
2012,08.343.492/0001-20,Construção Civil Mat. Constr. e Decoração,4665531,1767949,1740096,1852820,1852820,447912,359775,470296,574837,0,0.253351199610396
2011,50.564.053/0001-03,Farmacêutico e Higiene,1163623,436772,413701,412694,412694,110568,236753,84043,-18670,0,0.253148095573892
2014,60.651.809/0001-05,Papel e Celulose,9147872,3387784,2171544,2872105,2872105,857270,-139808,2386341,-231698,0,0.253047419788275
2015,10.603.674/0001-34,Alimentos,562237,308529,292799,310249,310249,78018,71086,122076,39069,0,0.252870880857229
2020,10.739.356/0001-03,Bancos,239339,191692,188887,189256,189256,48410,50455,1656,88735,0,0.252540533772927
2021,67.010.660/0001-24,Construção Civil Mat. Constr. e Decoração,515989,59858,54624,129298,129298,15110,29092,70209,14887,0,0.252430752781583
2014,73.178.600/0001-18,Construção Civil Mat. Constr. e Decoração,5952490,1410438,1321838,1723388,1723388,355846,273657,262499,831386,0,0.252294677256285
2009,60.882.628/0001-90,Metalurgia e Siderurgia,2643162,700409,665832,727507,727507,176700,107859,237405,205543,0,0.252281167146624
2021,16.233.389/0001-55,Comércio (Atacado e Varejo),925598,477131,372479,402009,402009,120366,164558,223871,-106786,0,0.252270340849788
2017,50.564.053/0001-03,Farmacêutico e Higiene,1565763,620136,595808,608786,608786,156419,225204,100339,126824,0,0.252233381064799
2011,14.308.514/0001-13,Sem Setor Principal,351172,111721,95549,174160,174160,28132,12521,104880,28627,0,0.251805837756554
2020,59.981.829/0001-65,Máquinas Equipamentos Veículos e Peças,3970108,962148,886782,1097623,1097623,242142,393676,223130,88981,149694,0.251668142531087
2016,08.070.508/0001-78,Agricultura (Açúcar Álcool e Cana),12591930,6479052,4602156,6058478,6058478,1627424,1225262,2020148,1185644,0,0.251182426070975
2013,60.398.369/0004-79,Metalurgia e Siderurgia,6405442,864139,758966,1400021,1400021,216952,372701,804463,5905,0,0.251061461176963
2023,12.181.987/0001-77,Construção Civil Mat. Constr. e Decoração,1211310,170619,159628,257649,257649,42817,57988,4895,103885,48064,0.250950949190887
2017,14.308.514/0001-13,Sem Setor Principal,41492,17615,17566,26054,26054,4419,5470,5989,10176,0,0.250865739426625
2010,49.669.856/0001-43,Comércio (Atacado e Varejo),474611,317117,303945,307497,307497,79525,157798,33119,37055,0,0.250774950570294
2019,02.351.144/0001-18,Serviços Transporte e Logística,1633529,619483,560884,610400,610400,155341,228597,32490,193972,0,0.250759100733999
2014,16.404.287/0001-55,Papel e Celulose,9146455,3401384,2185252,2862606,2862606,852317,-127318,2399113,-261506,0,0.250579470003975
2019,62.232.889/0001-90,Bancos,3763737,2072452,2049586,2049586,2049586,519168,503669,431,1026318,0,0.250509058834656
2014,22.164.990/0001-36,Comércio (Atacado e Varejo),1090975,348906,341267,361622,361622,87374,192338,66438,15472,0,0.25042274996704
2009,76.500.180/0001-32,Petroquímicos e Borracha,468799,144449,120287,163401,163401,36128,25205,61234,40834,0,0.250109035022742
2022,49.669.856/0001-43,Comércio (Atacado e Varejo),1519535,982744,802692,821589,821589,245792,200193,320329,55275,0,0.250107861253795
2011,05.341.549/0001-63,Intermediação Financeira,256690,242157,241856,252078,252078,60555,82020,0,109503,0,0.250065040448965
2023,92.754.738/0001-62,Comércio (Atacado e Varejo),16198032,7307114,6208751,6838547,6838547,1826672,2931810,1103806,976259,0,0.249985425162383
2015,92.693.019/0001-89,Metalurgia e Siderurgia,857111,134169,126577,161828,161828,33539,76402,40818,11069,0,0.249975776818788
2019,08.560.444/0001-93,Energia Elétrica,273065,192376,190903,215480,215480,48075,87848,7635,71922,0,0.249901235081299
2010,61.065.751/0001-80,Construção Civil Mat. Constr. e Decoração,2417823,664684,644959,754185,754185,165474,181740,218881,188090,0,0.248951381408308
